index,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Region,Activity Type Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Price_Category,GEO_Summary
195,200508,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 4,F,3672,Deplaned,3672,2005,August,First class,International
196,200508,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,Terminal 4,F,3570,Enplaned,3570,2005,August,Business,International
197,200508,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Deplaned,International,B,4720,Deplaned,4720,2005,August,First class,International
198,200508,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Enplaned,International,B,4717,Enplaned,4717,2005,August,First class,Domestic
199,200508,TACA,TA,TACA,TA,Central America,Deplaned,Terminal 2,G,7357,Deplaned,7357,2005,August,Business,International
200,200508,TACA,TA,TACA,TA,Central America,Enplaned,Terminal 4,G,5128,Enplaned,5128,2005,August,Economy,Domestic
201,200508,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 4,A,42622,Deplaned,42622,2005,August,Business,Domestic
202,200508,US Airways,US ,US Airways,US ,US,Enplaned,International,A,44508,Enplaned,44508,2005,August,First class,International
203,200508,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 4,B,40712,Deplaned,40712,2005,August,Economy,Domestic
204,200508,US Airways,US ,US Airways,US ,US,Enplaned,International,B,40322,Enplaned,40322,2005,August,Business,Domestic
205,200508,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 2,B,61872,Deplaned,61872,2005,August,Business,International
206,200508,United Airlines,UA,United Airlines,UA,US,Enplaned,International,B,61768,Enplaned,61768,2005,August,Economy,International
207,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,E,55842,Deplaned,55842,2005,August,Business,Domestic
208,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,E,27930,Deplaned,27930,2005,August,Business,Domestic
209,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 2,E,56087,Enplaned,56087,2005,August,First class,Domestic
210,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 4,E,26098,Enplaned,26098,2005,August,First class,Domestic
211,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,Terminal 4,E,676,Thru / Transit * 2,1352,2005,August,Business,International
212,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,F,420430,Deplaned,420430,2005,August,Economy,International
213,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,F,398135,Enplaned,398135,2005,August,Business,International
214,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,International,F,11585,Thru / Transit * 2,23170,2005,August,Economy,Domestic
215,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Deplaned,Terminal 4,G,79131,Deplaned,79131,2005,August,Economy,International
216,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Enplaned,Terminal 3,G,68861,Enplaned,68861,2005,August,Economy,Domestic
217,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Thru / Transit,Terminal 2,G,4059,Thru / Transit * 2,8118,2005,August,Business,International
218,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Deplaned,Terminal 4,G,8903,Deplaned,8903,2005,August,First class,International
219,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Enplaned,International,G,7874,Enplaned,7874,2005,August,Business,International
220,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Thru / Transit,Terminal 1,G,1475,Thru / Transit * 2,2950,2005,August,Economy,International
221,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 2,F,13895,Deplaned,13895,2005,August,Business,International
222,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,Terminal 3,F,12145,Enplaned,12145,2005,August,Economy,International
223,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Deplaned,Terminal 4,G,29236,Deplaned,29236,2005,August,Economy,International
224,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Enplaned,Terminal 3,G,29920,Enplaned,29920,2005,August,Business,International
225,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Thru / Transit,International,G,863,Thru / Transit * 2,1726,2005,August,First class,Domestic
226,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Deplaned,Terminal 1,G,9397,Deplaned,9397,2005,August,Business,International
227,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Enplaned,Terminal 3,G,9275,Enplaned,9275,2005,August,Economy,Domestic
228,200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Thru / Transit,Terminal 3,G,78,Thru / Transit * 2,156,2005,August,Economy,International
229,200508,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Deplaned,Terminal 4,A,10685,Deplaned,10685,2005,August,First class,Domestic
230,200508,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Enplaned,Terminal 3,A,11072,Enplaned,11072,2005,August,First class,Domestic
231,200508,WestJet Airlines,WS,WestJet Airlines,WS,Canada,Deplaned,International,A,2300,Deplaned,2300,2005,August,Business,International
232,200508,WestJet Airlines,WS,WestJet Airlines,WS,Canada,Enplaned,International,A,2251,Enplaned,2251,2005,August,First class,International
233,200509,ATA Airlines,TZ,ATA Airlines,TZ,US,Deplaned,Terminal 4,B,17341,Deplaned,17341,2005,September,Business,Domestic
234,200509,ATA Airlines,TZ,ATA Airlines,TZ,US,Enplaned,Terminal 1,B,18541,Enplaned,18541,2005,September,First class,Domestic
235,200509,ATA Airlines,TZ,ATA Airlines,TZ,US,Thru / Transit,International,B,4412,Thru / Transit * 2,8824,2005,September,First class,Domestic
236,200509,Air Canada ,AC,Air Canada ,AC,Canada,Deplaned,Terminal 1,B,24473,Deplaned,24473,2005,September,Economy,Domestic
237,200509,Air Canada ,AC,Air Canada ,AC,Canada,Enplaned,International,B,26120,Enplaned,26120,2005,September,First class,International
238,200509,Air China,CA,Air China,CA,Asia,Deplaned,International,G,4416,Deplaned,4416,2005,September,Business,Domestic
239,200509,Air China,CA,Air China,CA,Asia,Enplaned,Terminal 4,G,4568,Enplaned,4568,2005,September,Business,Domestic
240,200509,Air France,AF,Air France,AF,Europe,Deplaned,Terminal 3,A,10731,Deplaned,10731,2005,September,First class,Domestic
241,200509,Air France,AF,Air France,AF,Europe,Enplaned,Terminal 4,A,11337,Enplaned,11337,2005,September,Business,Domestic
242,200509,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Deplaned,Terminal 4,G,4565,Deplaned,4565,2005,September,Business,International
243,200509,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Enplaned,Terminal 1,G,4295,Enplaned,4295,2005,September,First class,Domestic
244,200509,AirTran Airways,FL,AirTran Airways,FL,US,Deplaned,International,A,7057,Deplaned,7057,2005,September,Business,Domestic
245,200509,AirTran Airways,FL,AirTran Airways,FL,US,Enplaned,Terminal 4,A,6806,Enplaned,6806,2005,September,Economy,International
246,200509,Alaska Airlines,AS,Alaska Airlines,AS,US,Deplaned,International,A,31117,Deplaned,31117,2005,September,First class,International
247,200509,Alaska Airlines,AS,Alaska Airlines,AS,US,Enplaned,Terminal 3,A,33742,Enplaned,33742,2005,September,Business,Domestic
248,200509,Alaska Airlines,AS,Alaska Airlines,AS,US,Thru / Transit,Terminal 4,A,3843,Thru / Transit * 2,7686,2005,September,First class,International
249,200509,Alaska Airlines,AS,Alaska Airlines,AS,Canada,Deplaned,Terminal 4,A,6635,Deplaned,6635,2005,September,Business,International
250,200509,Alaska Airlines,AS,Alaska Airlines,AS,Canada,Enplaned,Terminal 3,A,7783,Enplaned,7783,2005,September,First class,International
251,200509,Alaska Airlines,AS,Alaska Airlines,AS,Canada,Thru / Transit,International,A,161,Thru / Transit * 2,322,2005,September,Economy,International
252,200509,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Deplaned,International,A,5446,Deplaned,5446,2005,September,Business,International
253,200509,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Enplaned,International,A,7674,Enplaned,7674,2005,September,First class,Domestic
254,200509,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Thru / Transit,Terminal 3,A,1504,Thru / Transit * 2,3008,2005,September,First class,International
255,200509,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Deplaned,Terminal 4,G,5875,Deplaned,5875,2005,September,First class,Domestic
256,200509,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Enplaned,Terminal 4,G,5960,Enplaned,5960,2005,September,Business,International
257,200509,American Airlines,AA,American Airlines,AA,US,Deplaned,International,E,135043,Deplaned,135043,2005,September,First class,International
258,200509,American Airlines,AA,American Airlines,AA,US,Enplaned,Terminal 4,E,135944,Enplaned,135944,2005,September,First class,International
259,200509,American Eagle Airlines,MQ,American Airlines,AA,US,Deplaned,International,E,4240,Deplaned,4240,2005,September,First class,Domestic
260,200509,American Eagle Airlines,MQ,American Airlines,AA,US,Enplaned,International,E,4166,Enplaned,4166,2005,September,First class,Domestic
261,200509,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Deplaned,International,A,4792,Deplaned,4792,2005,September,Economy,Domestic
262,200509,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Enplaned,Terminal 2,A,5140,Enplaned,5140,2005,September,First class,Domestic
263,200509,BelAir Airlines,4T,BelAir Airlines,4T,Europe,Deplaned,International,A,108,Deplaned,108,2005,September,Economy,International
264,200509,BelAir Airlines,4T,BelAir Airlines,4T,Europe,Enplaned,International,A,315,Enplaned,315,2005,September,First class,International
265,200509,British Airways,BA,British Airways,BA,Europe,Deplaned,Terminal 3,A,20455,Deplaned,20455,2005,September,Business,International
266,200509,British Airways,BA,British Airways,BA,Europe,Enplaned,International,A,20635,Enplaned,20635,2005,September,First class,International
267,200509,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,International,A,8370,Deplaned,8370,2005,September,Business,Domestic
268,200509,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,Terminal 4,A,9874,Enplaned,9874,2005,September,First class,International
269,200509,China Airlines,CI,China Airlines,CI,Asia,Deplaned,Terminal 2,A,9154,Deplaned,9154,2005,September,Business,International
270,200509,China Airlines,CI,China Airlines,CI,Asia,Enplaned,International,A,9486,Enplaned,9486,2005,September,First class,International
271,200509,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,International,C,17291,Deplaned,17291,2005,September,First class,Domestic
272,200509,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,Terminal 3,C,68347,Deplaned,68347,2005,September,Economy,Domestic
273,200509,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,International,C,17453,Enplaned,17453,2005,September,Economy,Domestic
274,200509,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,Terminal 4,C,67160,Enplaned,67160,2005,September,Business,Domestic
275,200509,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,Terminal 4,G,9931,Deplaned,9931,2005,September,Business,International
276,200509,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,International,G,10752,Enplaned,10752,2005,September,First class,International
277,200509,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,Terminal 4,B,13426,Deplaned,13426,2005,September,First class,International
278,200509,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,International,B,12989,Enplaned,12989,2005,September,First class,International
279,200509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,International,C,7735,Deplaned,7735,2005,September,First class,International
280,200509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,International,C,7624,Enplaned,7624,2005,September,Business,International
281,200509,Horizon Air ,QX,Alaska Airlines,AS,US,Deplaned,Terminal 3,B,4648,Deplaned,4648,2005,September,First class,International
282,200509,Horizon Air ,QX,Alaska Airlines,AS,US,Enplaned,International,B,4401,Enplaned,4401,2005,September,First class,Domestic
283,200509,Icelandair,FI,Icelandair,FI,Europe,Deplaned,International,A,1996,Deplaned,1996,2005,September,First class,International
284,200509,Icelandair,FI,Icelandair,FI,Europe,Enplaned,International,A,1677,Enplaned,1677,2005,September,Business,Domestic
285,200509,Independence Air,DH,Independence Air,DH,US,Deplaned,Terminal 2,A,5218,Deplaned,5218,2005,September,Business,International
286,200509,Independence Air,DH,Independence Air,DH,US,Enplaned,Terminal 4,A,5503,Enplaned,5503,2005,September,First class,Domestic
287,200509,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,International,A,7087,Deplaned,7087,2005,September,First class,International
288,200509,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,Terminal 1,A,8264,Enplaned,8264,2005,September,First class,International
289,200509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,Terminal 4,A,9562,Deplaned,9562,2005,September,First class,Domestic
290,200509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,Terminal 2,A,9513,Enplaned,9513,2005,September,Business,Domestic
291,200509,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,International,A,4344,Deplaned,4344,2005,September,Business,Domestic
292,200509,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,International,A,3448,Enplaned,3448,2005,September,Economy,International
293,200509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,Terminal 3,G,20535,Deplaned,20535,2005,September,Business,Domestic
294,200509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Enplaned,Terminal 4,G,21379,Enplaned,21379,2005,September,First class,Domestic
295,200509,Mesa Airlines,YV,US Airways,US ,US,Deplaned,International,B,1781,Deplaned,1781,2005,September,Business,Domestic
296,200509,Mesa Airlines,YV,US Airways,US ,US,Enplaned,International,B,1751,Enplaned,1751,2005,September,Business,International
297,200509,Mexicana Airlines,MX,Mexicana Airlines,MX,Mexico,Deplaned,International,G,3986,Deplaned,3986,2005,September,Business,Domestic
298,200509,Mexicana Airlines,MX,Mexicana Airlines,MX,Mexico,Enplaned,Terminal 4,G,4823,Enplaned,4823,2005,September,First class,International
299,200509,Midwest Airlines,YX,Midwest Airlines,YX,US,Deplaned,Terminal 3,A,2913,Deplaned,2913,2005,September,Economy,Domestic
300,200509,Midwest Airlines,YX,Midwest Airlines,YX,US,Enplaned,International,A,2867,Enplaned,2867,2005,September,Business,Domestic
301,200509,Northwest Airlines,NW,Northwest Airlines,NW,US,Deplaned,Terminal 4,C,48138,Deplaned,48138,2005,September,First class,Domestic
302,200509,Northwest Airlines,NW,Northwest Airlines,NW,US,Enplaned,International,C,47061,Enplaned,47061,2005,September,Economy,International
303,200509,Northwest Airlines,NW,Northwest Airlines,NW,Asia,Deplaned,Terminal 3,A,5857,Deplaned,5857,2005,September,First class,Domestic
304,200509,Northwest Airlines,NW,Northwest Airlines,NW,Asia,Enplaned,Terminal 4,A,5615,Enplaned,5615,2005,September,First class,International
305,200509,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Deplaned,International,A,8323,Deplaned,8323,2005,September,First class,Domestic
306,200509,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Enplaned,International,A,7875,Enplaned,7875,2005,September,First class,International
307,200509,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Deplaned,Terminal 2,G,15259,Deplaned,15259,2005,September,First class,International
308,200509,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Enplaned,International,G,14251,Enplaned,14251,2005,September,First class,International
309,200509,SkyWest Airlines,OO,Delta Air Lines,DL,US,Deplaned,Terminal 1,C,6356,Deplaned,6356,2005,September,Business,International
310,200509,SkyWest Airlines,OO,Delta Air Lines,DL,US,Enplaned,Terminal 4,C,6666,Enplaned,6666,2005,September,Economy,Domestic
311,200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Deplaned,International,F,96832,Deplaned,96832,2005,September,First class,International
312,200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,F,95008,Enplaned,95008,2005,September,First class,International
313,200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 4,F,3581,Deplaned,3581,2005,September,First class,Domestic
314,200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,International,F,3457,Enplaned,3457,2005,September,First class,Domestic
315,200509,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Deplaned,International,B,3686,Deplaned,3686,2005,September,Economy,International
316,200509,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Enplaned,Terminal 1,B,3592,Enplaned,3592,2005,September,First class,International
317,200509,TACA,TA,TACA,TA,Central America,Deplaned,Terminal 3,G,3790,Deplaned,3790,2005,September,Business,Domestic
318,200509,TACA,TA,TACA,TA,Central America,Enplaned,International,G,3529,Enplaned,3529,2005,September,Business,International
319,200509,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 3,A,35942,Deplaned,35942,2005,September,Business,Domestic
320,200509,US Airways,US ,US Airways,US ,US,Enplaned,Terminal 4,A,36632,Enplaned,36632,2005,September,Business,International
321,200509,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 2,B,34782,Deplaned,34782,2005,September,Business,Domestic
322,200509,US Airways,US ,US Airways,US ,US,Enplaned,International,B,34761,Enplaned,34761,2005,September,First class,International
323,200509,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 3,B,50133,Deplaned,50133,2005,September,First class,Domestic
324,200509,United Airlines,UA,United Airlines,UA,US,Enplaned,International,B,49094,Enplaned,49094,2005,September,First class,International
325,200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 1,E,50351,Deplaned,50351,2005,September,Business,Domestic
